reviewerID,asin,Make,title,reviewerName,helpful,reviewText,overall,summary,reviewDate
A27RT2ZHURERAU,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",Bluesparkhitsyourbrain,"[0,0]","I did a fair amount of soul-searching before pulling the trigger on this purchase, in large part because of all the ""compromises"" apparently required to make as thin as this one is.  For me, the MBA replaced a ThinkPad T-40, which has been as sturdy, consistent, and feature-laden as it is unattractive.  My worry was that, though I was sure I would like the size and appearance of the MBA, maybe I would miss the T-40's feature set.  Worse, I might miss a particular feature while traveling.  So, I almost didn't buy the MBA.I needn't have worried -- the MBA is simply incredible.  As others have mentioned, the case is quite sturdy.  Apple's engineers ingeniously relied on some of the internal components themselves as part of the skeleton for the case.  This sounds scary, except that they were designed to serve both functions. The keyboard is crisp and comfortable (and keep in mind that I'm coming from a very well-regarded keyboard in the ThinkPad).  The trackpad gestures more than make up for all of the extra keys the ThinkPad has.  Although it takes some getting used to, the three-finger swipe, the two finger ""right-click"", pinching/expanding, etc., are all intuitive, comfortable, and fairly addictive.  I've even started missing them on my desktop.  The screen is really impressive -- a *big* improvement from my previous laptop.  And battery life has been just fine -- definitely not the advertised five hours, but consistently well over three.What do I miss? Honestly, not much.  I've started using downloaded movies when I travel, including iTunes rentals.  They all look just as good as a DVD did (on a laptop, at least) and are better for battery life.  When I use an external mouse, I use a Bluetooth wireless model, so it doesn't take up the USB port.  I was never a battery-swapper anyway, so that's not an issue.  (I'll probably gripe about the built-in battery every couple of years when I replace it, then forget it the rest of the time.)  And I can't save everything I have on the hard drive, though it holds everything that I would ever need on-the-go.  I don't even miss the Ethernet port, as I travel with an Airport Express, and have for years.  For me, the only real downside is the speed of opening applications.  Opening most apps is noticeably and annoyingly slower than with my desktop (or, presumably, than all of the other Apple notebooks).  However, once open, they do just fine.  I now leave them open, which Apple says is fine, and speed is more than adequate.As a disclaimer, I should mention that I'm a lawyer, so my usage doesn't involve heavy graphic or media work.  I tend to run the Microsoft Office suite, Safari, iTunes, iPhoto, watch movies, and use the internet.  For those types of things, the MBA comfortably meets my needs.  I've even added VM Ware's Fusion program (running Windows XP) and, once loaded, it does the job as well.  A speed demon this computer isn't, but if you use general productivity software and Apple's consumer applications, you'll probably be very happy.",5,Compromises? Not In My View.,03/17/2008
AUWS4WEQ3GS53,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",Bill Staley,"[16,16]","I have been the informal tech guy for two Airs.  One for 8 months, one for 6 months.  I have also traveled with them.  They are generally wonderful, especially if the weight is a big factor.  All other laptops seem heavy and inelegant.  But ...(1) If you ever want to use an ethernet connection to the internet (as opposed to wireless), then you have to bring the dongle that converts the one USB port to ethernet.  For example, to check your office email at a Kinko's. Definitely buy it.  You will want to travel with this and an ethernet cable, in case your hotel room has an ethernet connection and no (or poor) wireless reception.(2) To do a quick full restore from Time Machine, you need BOTH an OSX disc (either Disc 1 that comes with the Air or an off-the-shelf OSX disc) and the back-up hard drive.  But you only have one USB port and no firewire ports.  The SuperDrive will not share that port on a USB hub (nor will it work on any computer but an Air). It is easy to back up with Time Machine to a small external drive.  (We used a Western Digital Passport.) But consider using a Time Capsule or an external hard drive that has its own power supply. The powered external drive is not elegant, but if you ever need to do a full restore (and you might because your Air will lead a hard life, especially if it is a student's life), it will save you a couple of hours if you use a powered external hard drive.  The SuperDrive that you can buy for the Air (and you should buy it, it is small and light) does not work from a USB hub.  A powered DVD drive from another manufacturer (ours is from Toshiba) works on a powered USB hub.  The WD Passport would not connect to the Air via a powered USB hub (at least through the hub I used, and that hub has had problems).  But a powered WD MyBook external hard drive did connect to the Air via the powered hub. So use a powered external hard drive for your Time Machine backups, and if you need to do a full restore, get a powered USB hub and a powered external DVD drive with a USB output.  The Apple Genius Bar might not have these.  Note: See (11) and (12) below for alternate methods for a full restore, in one of which the WD Passport worked fine.(3) The Genius Bar geniuses know a lot more about the MacBook than the Air because the Air is still relatively new.(4) If you ever do a full ""restore and erase"" from the two discs that come with the Air, you need to know this:  At the end of first disc, about 1.5 hours into the process, it flashes ""Get ready to insert Disc 2.""  Then it reboots and eventually says ""Installing. Calculating time remaining"" and ejects the disc.  It does NOT say ""Insert Disc 2"".  If maybe you were not watching it for the entire first 1.5 hours, you would not have seen the message at the end of Disc 1 before the reboot.  What it wants when it ejects Disc 1 is for you to insert Disc 2.  Not very brilliant programming.  Every two-disc Windows program and game says ""Insert Disc 2 and press Enter."" Not these install discs.  I found out when I went to the Genius bar and the Genius restarted the install process. He went to lunch and I watched the computer for two hours (this is what I want you to avoid), so I happened to see the message at the end of disc one. It was a special moment in my life.(5) Be careful where you put the Air and the SuperDrive.  I heard of someone throwing out their Air with the Sunday paper.  Might be an urban legend, but we lost a SuperDrive, possibly the same way.(6) Backups to Time Machine are more likely to happen if you use a Time Capsule as a wireless router + external hard drive.  You can also print through Time Capsule, instead of plugging the printer into the Air when you need to print.  Be sure to have the printer plugged into the Time Capsule and turned on before you install the Time Capsule.  Otherwise, you will probably need to call Apple Care to walk you through the re-install with the printer.  Don't get off the phone until the printer works and Time Machine works, not just the wireless internet.  For a student whose life is on the Air, I would definitely consider the Time Capsule an essential accessory to the Air.  For someone who uses the Air as an occasional computer for travel and has her life on an iMac with an ethernet connection to the internet, the Time Capsule is nice but not necessary.(7) Get a neoprene sleeve for the Air.  Then when it is thrown into a backpack or briefcase, it will be safer.  Also, in its sleeve on a desk it is less of an object of desire for thieves (in my humble opinion).  After all these months, the Air is still eye candy (as you well know if you got this far in this review).  Consider a color other than black, which is harder to see and find.(8) I understand that the wireless antenna is in the hinge that attaches the screen to the body of the Air.  So it is somewhat directional.  Try sliding it around to get better reception.  You can check the packet flow in the Activity Monitor in Utilities to see what works best.(9) Wireless reception does not seem to be a strength of the two Airs that I use.  The 4 MacBooks that preceded the two Airs in our lives seemed to get more consistently good wireless reception.  This is a shame, because the Air depends more on its wireless than the MacBooks, which have real ports.  In future generations of the Air I hope that Apple finds a way to get the best possible wireless reception for the Air.(10)  The 80 GB hard drive in the Air is not big enough for a student's life if the student likes to store music and videos on it.  An outboard hard drive is a distant second-best solution.  (I liked the WD Passport for this, since it does not need external power and it is small, reliable and travels well.  Consider wrapping it in bubble wrap in your backpack or briefcase.  USB power is enough for this drive since you will not be doing a full Time Machine restore from this drive.  To backup the stuff on this drive, you will need another solution, which might be Time Machine on the Time Capsule.  Update:  I attach the WD Passport and the printer to the USB port on the Time Capsule with a USB mini hub (not a powered hub), store videos on the Passport and back up the Air and Passport with Time Machine to the Time Capsule's hard drive.  I wish the backup was not in the same room as the backed-up drives, but it is a lot better than no backup.)(11) It is easy to connect the Air to another computer to use the other computer's CD or DVD drive.  You need a good wireless connection for both computers.  The Air asks the other computer for permission each time, and the other computer has to give permission each time.  I connected to another Air and could use the SuperDrive on the second Air.  I have heard of people using this as a way to access the OSX DVD when they do a quick full restore from Time Machine to the Air. I tried, could connect, but could not do a quick restore this way.  The problem was that the both the OSX disc and the original Disc 1 that comes with the Air cause a reboot.  After the reboot, the Air could not see the DVD drive in the other computer.  End of quick restore process.(12)  Update:  To do a full restore from Time Machine to the Air:  Do an Erase and Restore with the start up disc or an OSX disc.  Two hours later, when this is DONE and you have a fresh computer, it asks if you want to restore from a hard drive using Time Machine.  THEN you start the restore.  (At that point the restore process is finished with the DVD and you can unplug the SuperDrive and plug in your external hard drive, whether powered or not.  The WD Passport worked fine to restore at this point in the process.) The whole process (including the restore from Time Machine) takes many hours, but it works great and you do NOT need a powered external DVD drive; the SuperDrive works fine for this.  This waste of two hours (for the erase and restore) is the cost of a small, light computer, I guess.  Now you know, too.  I hope this saves you from the frustration thatI experienced.Given all that, every Air owner I know would buy another one if they lost theirs.  None would go back to a MacBook.  (I do know people for whom the weight is not a big issue and who want more horsepower and ports and sometimes screen size, especially for games.  They are happy with their MacBooks as their main computers.)  Except for the wireless reception, the problems of the Air are problems for the tech person, not so much for the day-to-day user.  Which is a good design choice.(Note:  Four months later: We now have two students using 80GB Airs and they both love them.  Both use external drives, too.  (WD Passports.)  My wife had her Air stolen out of an unlocked car.  Don't ask why it was unlocked.  It was in a backpack with the superdrive, ethernet dongle, external hard drive, wireless mouse, etc. and they took the backpack.  We had Lojack for Laptops on it and the LAPD got it back for us.  Just the computer, but we did not complain.  It took four weeks.  I recommend Lojack for Laptops.  The only hard part is remembering that you have Lojack on there.  The sooner you remember and file a police report, the sooner you will get your laptop back.)",4,Great + some things you might need to know,08/28/2008
A11T6E5LNR1LZW,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)","C. Kasra ""Cyrus""","[2,2]",I was happy with the unit received until it developed a horizontal line of dead pixels in the lower half of the screen.  I ended up taking it to my local Apple store and they exchanged it with a new one in spite the fact I purchased the original unit from Amazon.This was our first Mac and compared to Windows it's quality was superior.  Don't forget to get the externl DVD (SuperDrive).  You'll need it if you plan to use BootCamp software to dual boot your MacBook Air from Mac or Windows.,4,Excellent quality.  A bit too pricey.,12/14/2008
A4SWZL3M6IZWU,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)","Cristiano Oliveira ""Technology Enthusiastic""","[4,6]","I read a lot of reviews on the Web complaining about MacBook Air single USB port, lack of built-in Ethernet port, external SuperDrive, etc. as major issues... Come on! This is an ultra portable, thin and light notebook, without compromising  screen and keyboard sizes, plus amazing screen and multitouch technologies... If you love breakthrough products, buy yours today! :D",5,The best MacBook ever!,04/28/2008
A341D838USLGKM,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",Daniel Greene,"[6,8]","Like a lot of people I'm a big fan of Apple products. As a former PC owner I appreciated the user friendliness, intuitiveness and reliability of Macs. Therefore it is with great reluctance and disappointment that I write this review of the Mac Book Air. However, let's start off with the positives. First, if you are at all familiar with Macs, I don't need to sell you on the operating system. It's awesome. `Nuff said. Another overwhelmingly positive feature is what most distinguishes the MBA from every other computer: Size. It's incredibly light, portable and surprisingly sturdy. There's no need to worry if you're wondering if this paper thin computer can handle getting tossed around in your backpack. Also, the back light for the keyboard, though superfluous, it definitely adds to that `cool' factor which is trademark of all Apple products.Now that I've gotten all the major positive elements out of the way here's the big reason why I would dissuade you from purchasing this product: Performance. When you first turn on the MBA, it performs at speeds you would expect. However, after about 30 - 45 minutes of use, it gets uncomfortably hot (if it's laying on your lap). If heat was the worst of its problems this would be a very different review, but unfortunately the problems only continue from here. With the heat the computer slows down considerably. Word processing isn't a noticeable problem, but loading software takes irritatingly more time. Internet surfing becomes a frustrating experience as pages take longer and longer to load, plus watching videos and playing on-line games becomes an excruciatingly stultifying experience.If you intend to do simple word processing work and write e-mail on a computer that's very portable then this may be the product for you, but given the price tag, there are plenty of low cost options that can deliver the same service. However, if you intend to do anything that requires more memory and speed, over time those activities become problematic on the MBA.",3,Hot Air,02/16/2009
A2O4EXFFAF8X34,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",Donna K.,"[2,2]",I bought the Macbook Air for my daughter who is a 'die hard' Mac person. She uses her Mac Pro everyday for her work. She has told me three times how much she loves this new laptop. That makes the purchase a 10.,5,Another Great Product.,07/24/2008
AM2POZLZEB31S,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",Doctorpurple,"[0,0]","I bought this laptop shortly after it was launched. I'm a college student and this was my first mac. I've always used windows since elementary. Let my start by saying that this laptop is amazingly portable. For years, I've waited for apple to release an ultraportable laptop. I was so eager to leave windows because of the crappy operating system and I always find myself waiting impatiently for my old sony vaio sz to boot because of all the antivirus programs that open before I can do anything further. However I've held back in buying a mac because the smallest laptop at that time is macbook which is an inch thick 5 lb notebook and that is not portable enough for me. After hearing the release of MBA, Immediately bought it. After 6 months of owning this laptop, I would say that it is the best computer I've ever owned.Although the specs is not that impressive. I find my laptop fast enough to handle my needs. Also, its sexiness and thinness is always a plus. it's so light and thin that I don't notice much difference when I lug it around campus in my backpack. Also,the battery life is very good. I take notes with my laptop during school days and my friends are always amazed that my macbook air can last all day w/o me ever plugging it.",5,Thin and amazing,09/11/2008
AACTNI0716OD5,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",Dr,"[1,1]",Lovely looking and to use but broke down after 13 months. Cost half a new one to replace the logic  board.Not a good investment.  If the product was worth the extra cost it should have a decent guarentee.,1,Mac book air,02/24/2013
A2WTV5R24JR8KL,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",Enid Bissember,"[0,0]","I bought the mac book air for my son who started college this September . He is  excited and very pleased with it . The only concern he has is that  there  is  no internal CD/dvd drive so he had to buy an external one . That is  perhaps due to the thinness of the machine.The thing  I like  best about the machine is the weight ,esay to carry around and very thin . I will be  buying one  for myself very soon. To any one who carries a laptop this is the one  for  you and in the night  or dark areas ,perfect  with the lighted keyboard .I cannot comment on its  performance  but  based on looks and  what  my son says  , this is the  laptop to get .",5,my mac book,09/15/2008
A1GFEUIFSG0M6F,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",Gamer,"[1,32]","This laptop is a bit pricey, compared to laptop PCs, but it is comparably priced to the Mac Book Pro. The issue with this laptop is that it doesn't have a DVD drive, which questions its claim of being ""portable."" The laptop itself is about 0.76 inches thick, but if it included a DVD drive, it probably would have been 2-3 inches, which is about the same thickness as any other laptop! So, really, the only accomplishment in my opinion is removing the DVD drive!I guess I don't see what makes the Air so much better than the Mac Book Pro, but I guess it's just a matter of perspective. I suppose some people  ""only"" use the DVD drive to install programs and watch DVD movies, in which case portability might be more of an issue.I didn't buy a Mac Air; I went with the Pro. Like I said, though, it's just a matter of perspective.",4,"Good PC, but portability is a question b/c of no optical drive",04/24/2008
A252KC3NYOUQ1W,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",Howard Butler MD,"[9,11]","Is it a compromise?  Well I guess for those who don't mind carrying around a 6 lb portable with all the bells and whistles or an ultraportable with slow processor, small keyboard but with more ports, I guess the MBA is.Where there is no compromise is in the speed, full sized keyboard, screen clarity and battery life.  With the 64 Gig SSD and 1.8 GHZ 4MB cache processor the speed is the fastest in its class.  While the X300 is the computer that everyone loves to bash the MBA with, I will take the speed of the MBA over the DVD on the X300 anytime.  Plus, it can run both VISTA/XP and OSX.  So it is a better Vista computer and ALSO a MAC. OH and one more thing compared to the X300-you can actually buy an MBA NOW, it has been available for close to a month, while the X300 just got posted on there site and there is a more than (TYPICAL of Lenovo) 4 week ship time-usually in Lenovo jargon that means wait a few months.  It is amazing that Apple used to be the king of announce and wait has now become the company whose products are available (in most cases) on the day or within days of announcement.My only real complaint is length of time it takes to charge.  Mine is taking about 4 hours.  Hopefully there will be a firmware fix for that.The keyboard is the best in class, bar NONE, not even the X series by Lenovo.  The screen is bright and crisp.  Load times for Vista is the quickest I have seen (probably because of the SSD).I have heard complaints that there is no built in 3G or EVDO, but in my opinion, that is a waste.  Why would anyone want that built in unless that is their only computer??  As a person who has more than one laptop and computer, I much rather have a USB 3G or EVDO.  The new Verizon 720 works with the MBA perfectly and has a MicroSDHC slot-for $68 I got the new SanDisk 8 GIG MicroSDHC which works great.",5,The best Apple has yet to offer,02/27/2008
